episode,cumulative_reward,average_reward,discounted_reward,convergence_rate,sample_efficiency,policy_entropy,space_complexity
845,286,8.9375,1.7743772223232014e-05,,16,0.002134158043190837,33795
846,280,8.75,1.760001447723201e-05,,16,0.3248334228992462,33795
847,270,8.4375,5.500884400000154,,16,0.5875219702720642,33795
848,322,10.0625,0.21043009900330056,,16,0.11535623669624329,33795
849,392,12.25,2.3100015405108413e-07,,16,0.4967329502105713,33795
850,432,13.5,0.03301980242891133,,16,0.20233353972434998,33795
851,360,11.25,2.3221330189116575e-05,,16,0.0010552308522164822,33795
852,378,11.8125,0.22056100002530188,,16,0.39036551117897034,33795
853,412,12.875,8.943000187019935,,16,0.0629020407795906,33795
854,298,9.3125,0.05500000033000001,,15,0.4458072781562805,33795
855,296,9.25,1.870187660000001e-05,,15,0.17588630318641663,33795
856,424,13.25,3.4320000000154014,,16,0.6632477045059204,33795
857,290,9.0625,5.501100011442202,,16,0.00012690413859672844,33795
858,272,8.5,0.0023101876633000017,,16,0.6950211524963379,33795
859,214,6.6875,1.6643011088000004e-05,,16,0.00029106010333634913,33795
860,332,10.375,2.2016676550000893,,16,0.0037414978723973036,33795
861,214,6.6875,5.500660143000003,,16,0.05516556650400162,33795
862,516,16.125,0.012320165014466325,,16,0.6776362657546997,33795
863,238,7.4375,0.0014300002288000003,,16,0.5387746095657349,33795
864,306,9.5625,0.18700000253770185,,16,0.01937050186097622,33795
865,324,10.125,6.600014444338891e-06,,16,0.002216343767940998,33795
866,260,8.125,0.055888800018700065,,15,0.012913537211716175,33795
867,366,11.4375,4.400000055660002,,16,0.7042851448059082,33795
868,464,14.5,2.3103302104422325,,16,0.3293088674545288,33795
869,578,18.0625,0.14411650055018824,,16,0.23102176189422607,33795
870,366,11.4375,8.9210000770165,,16,0.05205491930246353,33795
871,300,9.375,0.1870044018833665,,15,0.5947147011756897,33795
872,290,9.0625,0.19800000165001164,,15,0.5535632967948914,33795
873,362,11.3125,0.19976015400017727,,16,0.1845804750919342,33795
874,334,10.4375,5.588000143013211,,16,0.0007372751133516431,33795
875,316,9.875,0.17602097766452282,,16,0.29117780923843384,33795
876,270,8.4375,1.8701555400000007e-05,,16,0.10990028083324432,33795
877,418,13.0625,1.872200016611807e-05,,16,0.5428851842880249,33795
878,212,6.625,0.25300000000220185,,15,0.005771322641521692,33795
879,394,12.3125,3.443006600111221,,16,0.6923923492431641,33795
880,260,8.125,0.13266005500017605,,16,0.00030008848989382386,33795
881,272,8.5,0.14302758910332294,,16,0.5435045957565308,33795
882,282,8.8125,0.04400025388000145,,15,0.13700425624847412,33795
883,226,7.0625,0.033000000000012325,,16,0.0002113934315275401,33795
884,440,13.75,11.144760177650175,,16,0.290114164352417,33795
885,160,5.0,0.011015477017600002,,15,0.11583179980516434,33795
886,334,10.4375,13.233220199884297,,16,0.72185218334198,33795
887,498,15.5625,5.566000176017755,,15,5.068893369752914e-05,33795
888,366,11.4375,1.2320000663301434,,16,0.00011259522580076009,33795
889,352,11.0,0.002103310000055047,,16,0.015598108991980553,33795
890,250,7.8125,0.19933650143000006,,16,0.008012010715901852,33795
891,372,11.625,0.04401994301556623,,16,0.5355036854743958,33795
892,360,11.25,6.622018888769986,,16,0.19645428657531738,33795
893,352,11.0,13.356090110782096,,16,0.7181168794631958,33795
894,430,13.4375,0.18877777600014367,,16,0.6794434189796448,33795
895,224,7.0,0.02343000000664403,,16,0.00010930350981652737,33795
896,172,5.375,0.16501320000006697,,15,0.008761180564761162,33795
897,270,8.4375,1.7633228921037412e-07,,16,0.6640260815620422,33795
898,288,9.0,0.02332001166000168,,16,0.0058956630527973175,33795
899,298,9.3125,1.4300003300000008e-05,,14,0.09349124878644943,33795
900,320,10.0,5.502318955760189,,16,0.2695918381214142,33795
901,260,8.125,1.5455016601090283e-07,,16,0.0075616296380758286,33795
902,408,12.75,0.13200004422000006,,15,0.6135688424110413,33795
903,456,14.25,0.17688017743004558,,16,0.7158633470535278,33795
904,400,12.5,5.500003443894303,,16,0.014611754566431046,33795
905,344,10.75,0.044770231660000014,,16,0.7045512199401855,33795
906,296,9.25,6.754000165550011,,16,0.7424236536026001,33795
907,506,15.8125,1.1220088448866883,,16,0.6285586953163147,33795
908,316,9.875,3.3220033025301556,,16,0.0046993945725262165,33795
909,386,12.0625,1.66210001430003e-05,,16,0.5456830859184265,33795
910,306,9.5625,8.800023221016499,,15,0.4811427593231201,33795
911,376,11.75,0.05500019966557711,,16,0.004769887775182724,33795
912,452,14.125,5.632016621990165,,16,0.6920729875564575,33795
913,398,12.4375,0.2090001449855025,,16,0.5877581238746643,33795
914,276,8.625,0.00011000055550002311,,16,0.48445963859558105,33795
915,372,11.625,5.501777602200154,,16,0.07588010281324387,33795
916,266,8.3125,5.621000001555401,,16,0.3258903920650482,33795
917,354,11.0625,0.0016578433301760011,,16,0.2899749279022217,33795
918,418,13.0625,0.16589320000000007,,16,0.026417624205350876,33795
919,298,9.3125,4.532002289441155,,16,0.04128934442996979,33795
920,384,12.0,0.002200176016500239,,16,0.0021011538337916136,33795
921,186,5.8125,0.011000143000011002,,16,0.0035483979154378176,33795
922,408,12.75,0.044675411000177793,,16,0.298544704914093,33795
923,180,5.625,0.001980011000066001,,14,0.002076053060591221,33795
924,368,11.5,2.2088021298243145e-09,,16,0.1044599711894989,33795
925,270,8.4375,7.777990000034106e-08,,16,0.3484019935131073,33795
926,310,9.6875,1.2320154011055002,,15,0.0009702348615974188,33795
927,356,11.125,3.3990001759999995,,16,0.5314244031906128,33795
928,444,13.875,2.0956540000042234e-05,,15,0.15776106715202332,33795
929,170,5.3125,0.14301100066999906,,16,0.34778693318367004,33795
930,274,8.5625,0.0017600000000018916,,15,0.005975056439638138,33795
931,344,10.75,8.879224554238509e-14,,14,0.6467084884643555,33795
932,352,11.0,8.965113389540003,,16,0.025138983502984047,33795
933,284,8.875,1.1000110000574208e-05,,16,0.260398805141449,33795
934,268,8.375,0.0009933553300005508,,16,0.3548547029495239,33795
935,434,13.5625,0.05500014465440255,,16,0.15162445604801178,33795
936,382,11.9375,1.980000990233347e-07,,16,0.719051718711853,33795
937,376,11.75,0.05599014301658803,,16,0.04199140518903732,33795
938,262,8.1875,0.05577000001661001,,16,0.5187969207763672,33795
939,428,13.375,0.19800556601980063,,15,0.7256860733032227,33795
940,364,11.375,2.300540144558943e-06,,16,0.3490935266017914,33795
941,260,8.125,0.00022660000440001104,,16,0.45302385091781616,33795
942,222,6.9375,0.17600000033990135,,16,0.6564667820930481,33795
943,366,11.4375,2.2784300990143014,,16,0.0028397906571626663,33795
944,472,14.75,0.16501980198000005,,16,0.4671189785003662,33795
945,396,12.375,13.200672255650087,,16,0.6373476982116699,33795
946,348,10.875,1.549900660013438e-05,,16,0.5346258282661438,33795
947,252,7.875,1.1990198011078432,,16,0.0005776887992396951,33795
948,350,10.9375,11.144870001650057,,16,0.005738371517509222,33795
949,378,11.8125,0.2209900000165003,,16,0.5387043952941895,33795
950,404,12.625,3.4220000334410665,,16,0.4729248285293579,33795
951,256,8.0,2.3100000110155876,,16,0.48201391100883484,33795
952,300,9.375,1.6500110275000012e-07,,15,0.41916799545288086,33795
953,186,5.8125,8.81100017633,,16,0.040033917874097824,33795
954,478,14.9375,10.032885544770155,,15,0.07626117765903473,33795
955,320,10.0,0.0330000110001439,,16,0.0032196934334933758,33795
956,324,10.125,0.19976000000000224,,15,0.2857605516910553,33795
957,464,14.5,0.19976990265100197,,15,0.5150658488273621,33795
958,372,11.625,0.187018701328921,,16,0.01929822750389576,33795
959,272,8.5,5.654001100560043,,16,0.3142750859260559,33795
960,346,10.8125,0.04402542100017748,,16,0.07176271826028824,33795
961,284,8.875,8.800000000014302,,16,0.002059842459857464,33795
962,430,13.4375,9.901994301327699,,15,0.032841380685567856,33795
963,378,11.8125,4.4880055,,16,0.31426289677619934,33795
964,198,6.1875,14.30000016522,,15,0.4966345727443695,33795
965,316,9.875,12.1016544000077,,16,0.5982494950294495,33795
966,444,13.875,0.17600006710771107,,16,0.058454275131225586,33795
967,350,10.9375,2.2990143000143446,,16,0.046258267015218735,33795
968,462,14.4375,0.17601663267001003,,16,0.7006785869598389,33795
969,404,12.625,1.9801870154038515e-07,,16,0.6977819204330444,33795
970,428,13.375,0.0004400000001551179,,16,0.43442314863204956,33795
971,362,11.3125,11.000009900000165,,16,0.5329462885856628,33795
972,404,12.625,0.0018700330000000558,,15,0.012129045091569424,33795
973,486,15.1875,0.21054770165018913,,16,0.21344725787639618,33795
974,240,7.5,2.4200000001430302e-05,,16,0.0858214795589447,33795
975,212,6.625,7.810000001980156,,16,0.0049116360023617744,33795
976,304,9.5,3.410026401543322,,16,0.7134551405906677,33795
977,444,13.875,0.1555510442233016,,16,0.04648362472653389,33795
978,346,10.8125,1.782001662243024e-05,,16,0.38132256269454956,33795
979,184,5.75,0.1556500016710105,,15,0.027543894946575165,33795
980,352,11.0,6.710017600023099,,16,0.28281348943710327,33795
981,292,9.125,12.101650033002311,,16,0.4182913303375244,33795
982,244,7.625,0.0014301541112223303,,16,0.6042315363883972,33795
983,434,13.5625,14.300440143880023,,16,0.5601323843002319,33795
984,408,12.75,7.8005401320001875,,16,0.1431790590286255,33795
985,364,11.375,8.800110231660163,,15,0.08531591296195984,33795
986,394,12.3125,2.2023100000166322,,16,0.7093009948730469,33795
987,334,10.4375,2.200001100000099,,16,0.0002658643643371761,33795
988,316,9.875,0.00044880242007744054,,16,0.5573357939720154,33795
989,340,10.625,0.06711430154880023,,16,8.149362110998482e-05,33795
990,362,11.3125,10.011448700330188,,16,0.032638609409332275,33795
991,514,16.0625,2.2895598000000015,,16,0.330370157957077,33795
992,308,9.625,6.721784300000001,,15,0.004683037754148245,33795
993,272,8.5,0.000232222320001999,,15,0.0033241191413253546,33795
994,364,11.375,2.2017688000000017,,16,0.3649749457836151,33795
995,332,10.375,12.255552211227622,,16,0.017309606075286865,33795
996,218,6.8125,6.600220065999999,,16,4.7367630031658337e-05,33795
997,406,12.6875,12.2760001650077,,16,0.6418113112449646,33795
998,248,7.75,1.1000001100025305e-05,,16,0.04753900691866875,33795
999,238,7.4375,4.400004433003301,,16,0.3206481337547302,33795
