episode,step,state,action,reward,next_state,terminated,cumulative_reward,average_reward,discounted_reward,convergence_rate,sample_efficiency,policy_consistency,policy_entropy,time_complexity,space_complexity
148,16,[36. 44.],,,,True,408,12.75,0.06600000253000157,1.5555555555555556,32,1.0,0.7081139087677002,0.0009264945983886719,33795
149,16,[58.  3.],,,,True,212,6.625,1.6501661000008804e-05,2.3333333333333335,32,1.0,0.6720930337905884,0.001283884048461914,33795
150,16,[15. 22.],,,,True,378,11.8125,4.400005643000002,1.8888888888888888,32,1.0,0.1601267009973526,0.0007569789886474609,33795
151,16,[ 0. 39.],,,,True,264,8.25,0.0014421013200770123,-2.4444444444444446,32,1.0,0.03453399986028671,0.0007462501525878906,33795
152,16,[ 0. 10.],,,,True,360,11.25,0.03300220077784467,-2.111111111111111,32,1.0,1.8713722965912893e-05,0.0010166168212890625,33795
153,16,[0. 1.],,,,True,288,9.0,8.800121088003333,0.0,32,1.0,0.0003670887090265751,0.0007536411285400391,33795
154,16,[44. 40.],,,,True,376,11.75,0.17787220066023107,0.6666666666666666,32,1.0,0.750353217124939,0.0010051727294921875,33795
155,16,[19.  9.],,,,True,386,12.0625,9.901870066,0.7777777777777778,32,1.0,0.28478437662124634,0.0007388591766357422,33795
156,16,[ 0. 32.],,,,True,296,9.25,18.70000020989555,-3.888888888888889,32,1.0,0.06070750951766968,0.0008404254913330078,33795
157,16,[35. 20.],,,,True,364,11.375,1.1002277004502194e-06,3.5555555555555554,32,1.0,0.48627719283103943,0.0011000633239746094,33795
158,16,[13.  6.],,,,True,428,13.375,0.22088014432000044,2.111111111111111,32,1.0,0.5042537450790405,0.0008511543273925781,33795
159,16,[5. 7.],,,,True,438,13.6875,8.955442100013281,0.2222222222222222,32,1.0,0.4472349286079407,0.0009226799011230469,33795
160,16,[ 3. 27.],,,,True,326,10.1875,0.17721015400000006,0.5555555555555556,32,1.0,0.0856115072965622,0.0009372234344482422,33795
161,16,[ 9. 20.],,,,True,290,9.0625,18.70154990155336,2.2222222222222223,32,1.0,0.0832616463303566,0.0008082389831542969,33795
162,16,[54. 11.],,,,True,402,12.5625,21.054000209783354,0.8888888888888888,32,1.0,0.6974039077758789,0.0007476806640625,33795
163,16,[ 6. 21.],,,,True,238,7.4375,0.14421000144430013,-0.2222222222222222,32,1.0,0.1723339557647705,0.0009846687316894531,33795
164,16,[51. 18.],,,,True,302,9.4375,2.3111033000000014,2.6666666666666665,32,1.0,0.6698945760726929,0.0007429122924804688,33795
165,16,[13. 33.],,,,True,358,11.1875,1.101540022000002,-0.1111111111111111,32,1.0,0.3854360282421112,0.0009219646453857422,33795
166,16,[ 0. 35.],,,,True,370,11.5625,0.04402647701555556,-4.777777777777778,32,1.0,0.5743821263313293,0.0007338523864746094,33795
167,16,[13. 23.],,,,True,428,13.375,0.2762100440067227,0.1111111111111111,32,1.0,0.13999304175376892,0.0010402202606201172,33795
168,16,[ 0. 44.],,,,True,274,8.5625,23.17701652200339,-2.5555555555555554,32,1.0,0.14665527641773224,0.0008065700531005859,33795
169,16,[37. 19.],,,,True,374,11.6875,17.6006765440232,0.4444444444444444,32,1.0,0.45583540201187134,0.0007624626159667969,33795
170,16,[43. 36.],,,,True,480,15.0,13.266015466016663,-0.2222222222222222,32,1.0,0.7080521583557129,0.0008604526519775391,33795
171,16,[17. 23.],,,,True,460,14.375,47.300003300002196,-2.3333333333333335,32,1.0,0.23478901386260986,0.0008103847503662109,33795
172,16,[0. 5.],,,,True,286,8.9375,1.4399550002442415e-09,-2.2222222222222223,32,1.0,0.0009003980085253716,0.00093841552734375,33795
173,16,[ 0. 14.],,,,True,270,8.4375,0.07701997744210001,-2.6666666666666665,32,1.0,0.004603106994181871,0.0008509159088134766,33795
174,16,[ 7. 14.],,,,True,346,10.8125,5.6325577000154015,-0.3333333333333333,32,1.0,0.037721022963523865,0.0008139610290527344,33795
175,16,[20.  0.],,,,True,394,12.3125,15.533650144660054,1.1111111111111112,32,1.0,0.059732768684625626,0.0008292198181152344,33795
176,16,[36. 45.],,,,True,340,10.625,13.311320033000056,3.5555555555555554,32,1.0,0.731094479560852,0.0008425712585449219,33795
177,16,[9. 5.],,,,True,312,9.75,1.8700000002009895e-05,2.2222222222222223,32,1.0,0.5966333150863647,0.001041412353515625,33795
178,16,[ 0. 49.],,,,True,402,12.5625,1.5599003200028605e-05,-2.5555555555555554,32,1.0,0.46226412057876587,0.0009112358093261719,33795
179,16,[23. 25.],,,,True,420,13.125,16.500440022,4.222222222222222,32,1.0,0.3618663549423218,0.001007080078125,33795
180,16,[ 3. 43.],,,,True,300,9.375,5.501870088660005e-06,0.1111111111111111,32,1.0,0.18075443804264069,0.0007991790771484375,33795
181,16,[14. 12.],,,,True,368,11.5,0.0018702310001439168,2.0,32,1.0,0.07486601918935776,0.0008285045623779297,33795
182,16,[ 0. 19.],,,,True,378,11.8125,15.400000176008867,-4.777777777777778,32,1.0,0.014137386344373226,0.0007920265197753906,33795
183,16,[13. 17.],,,,True,634,19.8125,16.6663366665499,0.5555555555555556,32,1.0,0.07565917819738388,0.0009028911590576172,33795
184,16,[ 0. 17.],,,,True,432,13.5,3.3011001994400115,-2.2222222222222223,32,1.0,0.021752549335360527,0.0008192062377929688,33795
185,16,[ 0. 28.],,,,True,306,9.5625,0.0006601441132110005,0.0,32,1.0,0.013008587062358856,0.0007474422454833984,33795
186,16,[ 6. 13.],,,,True,434,13.5625,23.101666677882104,0.2222222222222222,32,1.0,0.015944864600896835,0.0007872581481933594,33795
187,16,[13. 49.],,,,True,528,16.5,35.20242770000018,-1.7777777777777777,32,1.0,0.5773648023605347,0.0006961822509765625,33795
